# Diccionario ingles-espanol ordenado por frecuencia de uso.
# Formato: rank|en|lemma|pos|es|es_alt|cefr|hint
# Frecuencia: OpenSubtitles 2018. Traducciones: Wiktionary (CC BY-SA).
671|calm|calm|noun|sosiego|calma|A2|condition of being unworried and free from anger
672|wonderful|wonderful|adj|maravilloso|-|A2|excellent, extremely impressive
673|mad|mad|adj|enfadado|enojado|A2|angry
675|drop|drop|verb|caer|descender|A2|to decrease in value
677|learn|learn|verb|aprender|-|A2|to acquire knowledge or ability
678|step|step|noun|paso|-|A2|footstep
679|absolutely|absolutely|adv|totalmente|absolutamente|A2|in an absolute manner
680|early|early|adj|prematuro|temprano|A2|arriving at a time before expected
681|explain|explain|verb|explicar|-|A2|excuse
682|clean|clean|adj|limpio|-|A2|not dirty
683|piece|piece|noun|pieza|-|A2|artistic creation
684|yesterday|yesterday|adv|ayer|-|A2|on the day before today
685|throw|throw|verb|arrojar|-|A2|-
686|picture|picture|noun|cine|-|A2|informal: cinema
687|land|land|noun|patria|país|A2|a country or region
689|wonder|wonder|noun|maravilla|-|A2|something that causes amazement or awe, a marvel
692|worth|worth|adj|valioso|-|A2|equal in value to
693|darling|darling|adj|encantador|-|A2|charming
694|dude|dude|noun|chaval|tio;huevón|A2|-
696|president|president|noun|presidente|presidenta|A2|The head of state of a republic
697|eye|eye|noun|ojo|-|A2|ability to notice what others might miss
698|quick|quick|adj|rápido|-|A2|moving with speed
700|figure|figure|noun|figura|-|A2|drawing
701|state|state|noun|estado|-|A2|a condition
702|strong|strong|adj|resistente|-|A2|capable of withstanding great physical force
704|none|none|pron|nadie|ninguno|A2|not any person; no one, nobody
705|amazing|amazing|adj|asombroso|sorprendente|A2|causing wonder and amazement
708|act|act|noun|acto|-|A2|deed
711|law|law|noun|derecho|-|A2|-
712|worried|worried|adj|inquieto|preocupado|A2|-
713|report|report|verb|informar|-|A2|to relate details of
714|goodbye|goodbye|interj|adiós|hasta luego;hasta la vista;hasta pronto|A2|farewell
715|missing|missing|adj|faltante|ausente;desaparecido|A2|missing, lacking, lost
716|choice|choice|noun|opción|-|A2|-
718|chief|chief|noun|jefe|-|A2|-
719|wedding|wedding|noun|boda|nupcias;casamiento|A2|marriage ceremony
720|strange|strange|adj|extraño|-|A2|in quantum mechanics
721|general|general|adj|general|-|A2|-
722|pain|pain|noun|molestia|fastidio|A2|-
726|pass|pass|verb|pasar|-|A2|-
727|tired|tired|adj|cansado|fatigado|A2|in need of rest or sleep
728|class|class|noun|clase|-|A2|admirable behavior; elegance
729|officer|officer|noun|oficial|-|A2|-
731|wake|wake|noun|estela|-|A2|-
732|worse|worse|adj|peor|-|A2|comparative form of bad
733|busy|busy|adj|ocupado|-|A2|doing a great deal
734|eh|eh|interj|no|-|A2|used as a tag question
735|mistake|mistake|verb|confundir|-|A2|-
736|kiss|kiss|verb|besar|-|A2|to touch with the lips
737|court|court|noun|corte|-|A2|-
738|building|building|noun|edificación|construcción|A2|-
739|finish|finish|verb|acabar|terminar;finalizar|A2|to come to an end
740|during|during|prep|durante|-|A2|for all of a given time interval
741|age|age|noun|años|-|A2|whole duration of a being
742|ship|ship|noun|barco|buque;nave|A2|large water vessel
744|marry|marry|verb|casar|casarse|A2|to take a husband or wife
746|sell|sell|verb|actuar|fingir|A2|professional wrestling: to act
747|dark|dark|adj|oscuro|-|A2|having an absolute or relative lack of light
749|system|system|noun|sistema|-|A2|collection of organized things
750|suppose|suppose|verb|suponer|-|A2|conclude; believe
751|evidence|evidence|noun|prueba|-|A2|anything admitted by a court as proof
752|movie|movie|noun|película|cine|A2|motion picture
753|ride|ride|noun|rait|autoestop|A2|lift
754|completely|completely|adv|completamente|-|A2|in a complete manner
755|mouth|mouth|noun|boca|entrada;desembocadura;orificio|A2|an outlet, aperture or orifice
756|totally|totally|adv|totalmente|-|A2|In a total manner; completely
757|birthday|birthday|noun|cumpleaños|natalicio|A2|anniversary
758|tv|tv|noun|tele|tv|A2|abbreviation for television
759|forgive|forgive|verb|perdonar|-|A2|transitive, to pardon
760|born|born|adj|nacido|nato|A2|given birth to
761|imagine|imagine|verb|imaginar|-|A2|-
762|information|information|noun|información|-|A2|communicable knowledge
763|instead|instead|adv|en vez de|-|A2|in the place of
764|definitely|definitely|adv|definitivamente|indudablemente|A2|without question and beyond doubt
765|security|security|noun|certificado|documento;título de propiedad|A2|finance: proof of ownership
766|certainly|certainly|adv|ciertamente|sin duda|A2|without doubt, surely
767|film|film|noun|película|-|A2|thin layer
768|month|month|noun|mes|-|A2|period into which a year is divided
770|unless|unless|conj|a menos que|-|A2|except on a specified condition
771|train|train|verb|entrenar|-|A2|to practice an ability
772|seven|seven|noun|siete|-|A2|-
773|wear|wear|noun|ropa|-|A2|clothing
774|clothes|clothes|noun|ropa|-|A2|apparel
776|hotel|hotel|noun|hotel|albergue|A2|establishment providing accommodation
777|christmas|christmas|noun|navidad|-|A2|Christian holiday
778|attack|attack|noun|ataque|-|A2|attempt to cause damage or injury
780|round|round|adj|redondo|circular|A2|circular or cylindrical
781|expect|expect|verb|esperar|aguardar|A2|-
782|sing|sing|verb|cantar|-|A2|to produce harmonious sounds with one’s voice
783|terrible|terrible|adj|terrible|-|A2|-
785|bag|bag|noun|bolsa|saco;cartucho;funda|A2|flexible container
786|history|history|noun|historia|-|A2|branch of knowledge that studies the past
787|blue|blue|adj|azul|celeste|A2|blue-colored
788|near|near|adj|cerca|-|A2|physically close
789|broke|broke|adj|pelado|sin un duro;sin un peso|A2|lacking money; bankrupt
790|station|station|noun|estación|-|A2|place where a vehicle may stop
791|seriously|seriously|adv|en serio|-|A2|in a serious or literal manner
792|forever|forever|adv|constantemente|sin cesar|A2|-
794|frank|frank|adj|franco|-|A2|bluntly honest
795|except|except|conj|salvo que|-|A2|with the exception that
797|message|message|noun|mensaje|recado|A2|a concept conveyed
798|entire|entire|adj|entero|-|A2|whole
800|table|table|noun|tablas|-|A2|collection of arithmetic calculations
802|across|across|prep|a través|-|A2|from the far side
803|rock|rock|noun|piedra|-|A2|crystallized lump of crack cocaine
804|lovely|lovely|noun|hermoso|-|A2|attractive person
805|handle|handle|noun|asa|mango;manija;tirador|A2|-
806|middle|middle|noun|medio|centro|A2|centre, midpoint
807|buddy|buddy|noun|compañero|acompañante;camarada;cuate|A2|friend or casual acquaintance
809|protect|protect|verb|proteger|-|A2|to keep safe
811|floor|floor|noun|piso|suelo|A2|lower part of a room
813|swear|swear|verb|jurar|-|A2|to take an oath
814|spend|spend|verb|gastar|-|A2|-
815|situation|situation|noun|localización|ubicación|A2|location
816|ring|ring|noun|anillo|-|A2|algebra: an algebraic structure
817|anywhere|anywhere|adv|en cualquier parte|dondequiera|A2|any place
818|dangerous|dangerous|adj|peligroso|-|A2|full of danger
819|bill|bill|noun|pico|-|A2|bird's beak
821|army|army|noun|multitud|-|A2|any multitude
822|lead|lead|verb|partir|comenzar|A2|begin a game of cards or dominoes
824|finished|finished|adj|terminado|-|A2|processed or perfected
825|fair|fair|adj|razonable|-|A2|adequate, reasonable, decent
826|sun|sun|noun|sol|-|A2|-
827|letter|letter|noun|letra|carácter|A2|-
828|fool|fool|noun|bobo|tonto;necio;imbécil|A2|person with poor judgement or little intelligence
829|attention|attention|noun|atención|-|A2|mental focus
830|club|club|noun|club|-|A2|association of members
831|simple|simple|adj|simple|sencillo|A2|uncomplicated
832|interesting|interesting|adj|interesante|-|A2|arousing or holding the attention
833|space|space|noun|espacio|-|A2|area beyond atmosphere of planets
834|test|test|noun|examen|test|A2|academics: examination
835|box|box|noun|boj|-|A2|any of various evergreen shrubs or trees
836|group|group|noun|grupo|-|A2|column in the periodic table
837|single|single|adj|solo|único|A2|not divided in parts
839|marriage|marriage|noun|unión|-|A2|joining of two parts
840|join|join|verb|juntar|-|A2|-
841|fear|fear|noun|miedo|-|A2|-
842|peace|peace|noun|paz|-|A2|harmony, lack of conflict in personal relations
844|force|force|verb|forzar|-|A2|cause to occur, overcoming resistance
845|short|short|adj|bajo|-|A2|of a person, of comparatively little height
846|normal|normal|adj|normal|bien;sano|A2|healthy; not sick or ill
848|present|present|adj|presente|-|A2|in the immediate vicinity
849|enjoy|enjoy|verb|gozar|-|A2|-
851|crime|crime|noun|delincuencia|-|A2|practice or habit of committing crimes
852|horse|horse|noun|potro|-|A2|gymnastic equipment
853|ground|ground|noun|tierra|-|A2|soil, earth
854|american|american|adj|americano|-|A2|of or pertaining to the Americas
855|count|count|noun|punto|cargo|A2|a charge of misconduct
856|area|area|noun|área|-|A2|math: measure of extent of a surface
857|charge|charge|verb|cargar|-|A2|-
859|lunch|lunch|noun|almuerzo|comida|A2|meal around midday
861|radio|radio|noun|radio|-|A2|technology
862|idiot|idiot|noun|idiota|-|A2|person of low general intelligence
863|ball|ball|noun|bala|-|A2|ballistics: a solid nonexplosive missile
864|surprise|surprise|noun|sorpresa|-|A2|attributively: that is unexpected
865|paper|paper|noun|papel|-|A2|material for writing on
866|key|key|noun|tecla|-|A2|button on a typewriter or computer keyboard
867|boat|boat|noun|barca|bote;barco|A2|water craft
868|quickly|quickly|adv|rápido|con velocidad;rápidamente|A2|rapidly, fast
869|gold|gold|noun|diana|-|A2|bullseye
870|bar|bar|noun|barra|-|A2|solid object with uniform cross-section
871|fish|fish|noun|pescado|-|A2|-
872|mark|mark|noun|nota|calificación|A2|academic score
873|tom|tom|noun|tamtan|-|A2|drum type
876|accident|accident|noun|accidente|-|A2|mishap, casualty
877|government|government|noun|gobierno|-|A2|-
878|eight|eight|num|ocho|-|A2|cardinal number 8
879|fell|fell|verb|talar|cortar|A2|to make something fall
880|cover|cover|noun|tapa|cubierta;portada|A2|-
881|certain|certain|adj|cierto|-|A2|sure, positive, not doubting
882|interested|interested|adj|interesado|-|A2|having or showing interest
883|deep|deep|adj|profundo|-|A2|a long way inward
884|star|star|noun|estrella|-|A2|astronomy: a luminous celestial body
885|sea|sea|noun|mar|-|A2|body of water
886|agree|agree|verb|acceder|asentir|A2|to yield assent, to accede
888|detective|detective|noun|detective|-|A2|police officer who looks for evidence
889|prison|prison|noun|cárcel|prisión;penitenciaría|A2|-
890|major|major|noun|mayor|-|A2|military rank
891|stick|stick|noun|bastón|-|A2|-
892|offer|offer|verb|ofrecer|oferta;ofrecimiento;presentar|A2|-
893|difficult|difficult|adj|difícil|-|A2|hard, not easy
894|smart|smart|adj|listo|intelectual|A2|-
895|personal|personal|adj|personal|-|A2|of or pertaining to a particular person
896|record|record|verb|registrar|anotar|A2|-
898|hide|hide|verb|esconder|ocultar|A2|-
899|whether|whether|conj|si|-|A2|-
900|bank|bank|noun|banco|bajío|A2|an underwater area of higher elevation, a sandbank
901|trip|trip|noun|tropezar|-|A2|a stumble or misstep
902|relax|relax|verb|soltar|relajar|A2|-
904|public|public|adj|público|-|A2|pertaining to people as a whole
905|list|list|noun|lista|-|A2|register or roll of paper
906|afternoon|afternoon|noun|tarde|-|A2|part of the day between noon and evening
907|brain|brain|noun|cerebro|-|A2|organ
908|fix|fix|verb|fijar|-|A2|to attach; to affix
909|bastard|bastard|noun|bastardo|-|A2|person born to unmarried parents
910|proud|proud|adj|orgulloso|-|A2|-
911|tea|tea|noun|té|-|A2|-
912|service|service|noun|servicio|-|A2|economics: work performed
914|forward|forward|adv|adelante|avante|A2|towards the front
915|angry|angry|adj|enojado|enfadado|A2|displaying anger
916|park|park|noun|coto|-|A2|-
917|soul|soul|noun|ánimo|-|A2|-
920|rich|rich|adj|rico|-|A2|having wealth
921|agent|agent|noun|agente|-|A2|one who acts in place of another
922|blow|blow|verb|soplar|-|A2|to produce an air current
924|dress|dress|verb|vestirse|-|A2|to clothe oneself
927|scene|scene|noun|escena|-|A2|exhibition of passionate or strong feeling before others
932|respect|respect|noun|respeto|-|A2|polite greetings
933|killer|killer|noun|asesino|-|A2|-
934|ice|ice|noun|hielo|-|A2|water in frozen form
936|tough|tough|adj|severo|-|A2|harsh or severe
938|church|church|noun|iglesia|-|A2|a religious organization
939|sad|sad|adj|triste|-|A2|feeling sorrow
940|cell|cell|noun|célula|-|A2|basic unit of a living organism
941|drunk|drunk|adj|borracho|ebrio|A2|intoxicated after drinking too much alcohol
942|share|share|verb|dividir|-|A2|to divide and distribute
943|camera|camera|noun|cámara|-|A2|still pictures
944|within|within|prep|dentro|-|A2|spatial enclosure
945|card|card|noun|carta|naipe;tarjeta|A2|-
946|fly|fly|noun|vuelo|-|A2|act of flying
948|girlfriend|girlfriend|noun|amiga|-|A2|a female friend
949|laugh|laugh|verb|reír|-|A2|-
950|smell|smell|verb|oler|-|A2|-
951|broken|broken|adj|roto|quebrado|A2|fragmented
952|mum|mum|noun|mamá|-|A2|-
953|honest|honest|adj|honesto|sincero|A2|scrupulous with regard to telling the truth
954|often|often|adv|a menudo|frecuentemente;seguido|A2|Frequently, many times
958|third|third|noun|tercera|-|A2|interval
959|english|english|adj|inglés|-|A2|-
960|visit|visit|noun|visita|-|A2|-
962|judge|judge|verb|opinar|-|A2|to form an opinion, infer
963|window|window|noun|ventana|-|A2|area on a computer screen
964|hungry|hungry|adj|hambriento|-|A2|eager, having a desire for something
965|dare|dare|verb|osar|atreverse|A2|to have courage
966|relationship|relationship|noun|relación|-|A2|connection or association
968|prove|prove|verb|probar|-|A2|-
969|private|private|noun|cabo|-|A2|rank
970|wall|wall|noun|pared|tabique;muralla|A2|permanent, substantial side or division in a building
971|seat|seat|noun|asiento|-|A2|place in which to sit
972|position|position|noun|posición|-|A2|place, location
973|lieutenant|lieutenant|noun|teniente|lugarteniente|A2|-
974|realize|realize|verb|realizar|-|A2|to make real
976|especially|especially|adv|especialmente|-|A2|in a special manner
977|machine|machine|noun|máquina|-|A2|mechanical or electrical device
979|art|art|noun|arte|-|A2|-
980|pleasure|pleasure|noun|placer|-|A2|a state of being pleased
981|bloody|bloody|adj|sangriento|ensangrentado|A2|covered in blood
982|college|college|noun|facultad|-|A2|specialized division of a university
983|french|french|adj|francés|-|A2|of or relating to France
984|involved|involved|adj|asociado|complicado|A2|complicated
985|cry|cry|noun|llanto|-|A2|shedding of tears
988|impossible|impossible|adj|imposible|-|A2|not possible
989|obviously|obviously|adv|obviamente|-|A2|in a obvious manner; clearly apparent
990|neither|neither|adv|tampoco|-|A2|similarly not
991|accept|accept|verb|aceptar|-|A2|to receive with consent
992|boyfriend|boyfriend|noun|novio|]] pololo|A2|male partner in a romantic relationship.
993|besides|besides|adv|además|aparte|A2|also; in addition
994|queen|queen|noun|reina|-|A2|chess piece
995|teacher|teacher|noun|maestro|maestra;profesor;profesora|A2|person who teaches
997|sake|sake|noun|bien|-|A2|benefit
999|carry|carry|verb|llevar|cargar|A2|to transport by lifting
1000|teach|teach|verb|enseñar|-|A2|to pass on knowledge
1001|apartment|apartment|noun|apartamento|departamento;piso;vivienda|A2|domicile occupying part of a building
1002|upset|upset|adj|trastornado|perturbado;enfadado;molesto|A2|angry, distressed, unhappy
1003|green|green|adj|verde|-|A2|environmentally friendly
1006|cute|cute|adj|lindo|precioso;gracioso;chulo|A2|-
1007|evil|evil|adj|mal|malo;malvado;malévolo|A2|intending to harm
1008|professor|professor|noun|profesor|profesora|A2|-
1009|contact|contact|noun|contacto|-|A2|an act of touching physically
1010|joke|joke|noun|broma|chiste|A2|amusing story
1011|cop|cop|noun|tombo|paco|A2|police officer
1012|huge|huge|adj|enorme|grandote|A2|very large
1013|holy|holy|adj|santo|sagrado|A2|dedicated to a religious purpose
1014|store|store|verb|almacenar|-|A2|-
1017|lawyer|lawyer|noun|abogado|abogada;notario|A2|professional person authorized to practice law
1018|doubt|doubt|noun|duda|incertidumbre|A2|uncertainty
1019|continue|continue|verb|continuar|-|A2|intransitive: resume
1020|appreciate|appreciate|verb|agradecer|-|A2|to be grateful for something
1021|cat|cat|noun|tío|tipo|A2|guy, fellow
1022|shop|shop|noun|tienda|negocio;comercio|A2|establishment that sells goods
1024|congratulations|congratulations|interj|felicitaciones|enhorabuena|A2|expressing approbation
1026|village|village|noun|aldea|pueblo|A2|-
1027|quit|quit|verb|salir|abandonar;dejar|A2|to leave
1028|field|field|noun|campo|yacimiento|A2|-
1030|wine|wine|noun|vino|-|A2|alcoholic beverage made from other fruit or vegetables
1031|decision|decision|noun|decisión|-|A2|choice or judgement
1032|south|south|adj|del sur|sureño;meridional;austral|A2|-
1033|sleeping|sleeping|noun|durmiendo|-|A2|state or act of being asleep
1034|slow|slow|adj|lento|-|A2|not quick in motion
1035|laughter|laughter|noun|risa|-|A2|-
1036|island|island|noun|isla|-|A2|area of land completely surrounded by water
1037|glass|glass|noun|vidrio|-|A2|amorphous non-crystalline substance
1038|beginning|beginning|noun|comienzo|principio;inicio|A2|act of doing that which begins anything
1039|cash|cash|noun|efectivo|-|A2|money in the form of notes/bills and coins
1041|hundred|hundred|num|cien|ciento|A2|cardinal number 100
1042|whose|whose|pron|cuyo|cuya;cuyos;cuyas|A2|-
1043|difference|difference|noun|diferencia|-|A2|arithmetic: result of a subtraction
